size,cdf
1010,0.6837708141186407
1020,0.6861492859604424
1030,0.6902269508349552
1040,0.6932349009866475
1050,0.6960038087421788
1060,0.6986830755991498
1070,0.70214321428358
1080,0.7046591355031743
1090,0.7076113090957624
1100,0.7099160761987479
1110,0.7126869759742471
1120,0.7149658468176485
1130,0.7168483056874162
1140,0.7189777750332169
1150,0.7213164064756585
1160,0.7241829232096223
1170,0.7266988444292165
1180,0.729748627000237
1190,0.7321609631814949
1200,0.7347207088403854
1210,0.7377127228323337
1220,0.7408382021621385
1230,0.7429457592882911
1240,0.7455314012067656
1250,0.7477764077107109
1260,0.7500373503744001
1270,0.7522704047585373
1280,0.7550930970532048
1290,0.7569914920827167
1300,0.7590691689093492
1310,0.7615193534699992
1320,0.7638639609723448
1330,0.7659555819387533
1340,0.7682902293412589
1350,0.770740413901909
1360,0.772690601450589
1370,0.77491967179479
1380,0.7765312159489087
1390,0.7781965446421635
1400,0.7802184449096917
1410,0.7820271990406432
1420,0.7838817696308588
1430,0.7854474973257132
1440,0.7869096399822312
1450,0.7883996709183013
1460,0.7899534464933476
1470,0.7916167831666344
1480,0.7934255372975859
1490,0.7950490335715126
1500,0.7966924500451192
1510,0.7981804889612214
1520,0.7997382485762037
1530,0.800776090979536
1540,0.8020669199188053
1550,0.8031485867614337
1560,0.8051943912685781
1570,0.8060967763140858
1580,0.8071704750768421
1590,0.8080270436630856
1600,0.8094672740999556
1610,0.8105270287229359
1620,0.8113178606502351
1630,0.8120748282380783
1640,0.8126963384680969
1650,0.8136007155335725
1660,0.8159532911157902
1670,0.8167002986037932
1680,0.81738356145282
1690,0.8181923215598313
1700,0.8187441110909696
1710,0.8193935096005402
1720,0.8201524692083514
1730,0.8206923066196815
1740,0.821291904630052
1750,0.8218636143608703
1760,0.8228098238456742
1770,0.823501054774573
1780,0.824467184459057
1790,0.825202239827252
1800,0.8255548273615895
1810,0.8260548243735595
1820,0.8267221510628423
1830,0.8274333021914212
1840,0.8279253311235192
1850,0.8285368812536977
1860,0.8291305032041641
1870,0.8299810957305036
1880,0.8306364702999783
1890,0.8312599725499649
1900,0.8318097700611351
1910,0.8325348653294901
1920,0.8329770937623878
1930,0.8334252982551897
1940,0.8339292793070958
1950,0.8348894329316757
1960,0.8358834508957118
1970,0.8363615356880337
1980,0.8368197002806756
1990,0.8377599337055754
2000,0.8384412045346342
2100,0.8424033322510025
2200,0.8459192474945368
2300,0.8504032844425232
2400,0.8531980884576387
2500,0.8578175827634497
2600,0.859869363330498
2700,0.8619271199574504
2800,0.8637119698487857
2900,0.865721917996506
3000,0.8670027868359352
3100,0.8681063658982118
3200,0.8690525753830156
3300,0.8701541624253242
3400,0.8740306332830681
3500,0.8750405874068482
3600,0.8757676746951711
3700,0.8765346023828543
3800,0.8770843998940245
3900,0.8783672607534218
4000,0.8797298024115394
4100,0.8808094772341998
4200,0.8815724208819469
